许巍,#genre#
寂寞的眼,http://em.21dtv.com/songs/60022869.mkv
今生是兄弟,http://em.21dtv.com/songs/60154068.mkv
旧伤新痕,http://em.21dtv.com/songs/60024564.mkv
juse when i needed yoy most,http://em.21dtv.com/songs/60003095.mkv
just when i needed you most,http://em.21dtv.com/songs/60003126.mkv
健忘,http://em.21dtv.com/songs/60023317.mkv
今夜无所不能,http://em.21dtv.com/songs/60024011.mkv
狂奔,http://em.21dtv.com/songs/60106304.mkv
客梦,http://em.21dtv.com/songs/60096217.mkv
knockinon heavens door(演唱会),http://em.21dtv.com/songs/60003198.mkv
哭砂,http://em.21dtv.com/songs/60099883.mkv
坎站,http://em.21dtv.com/songs/60025052.mkv
离别赋,http://em.21dtv.com/songs/60094853.mkv
两个世界,http://em.21dtv.com/songs/60027267.mkv
流浪的终点,http://em.21dtv.com/songs/60153196.mkv
恋恋沙仑站,http://em.21dtv.com/songs/60027101.mkv
黎明不要来追,http://em.21dtv.com/songs/60097894.mkv
领悟,http://em.21dtv.com/songs/60076460.mkv
浪子心声(演唱会),http://em.21dtv.com/songs/60026301.mkv
没法度,http://em.21dtv.com/songs/60028712.mkv
梦花,http://em.21dtv.com/songs/60085451.mkv
美丽的姑娘像一朵花,http://em.21dtv.com/songs/60105399.mkv
马面唔知几长,http://em.21dtv.com/songs/60028378.mkv
梦田,http://em.21dtv.com/songs/60168251.mkv
明天我要嫁给你,http://em.21dtv.com/songs/60030218.mkv
明天我要嫁给你昨晚你已嫁给谁,http://em.21dtv.com/songs/60089738.mkv
梦醒心碎,http://em.21dtv.com/songs/60125682.mkv
梦醒在天涯,http://em.21dtv.com/songs/60143527.mkv
my oh my,http://em.21dtv.com/songs/60004019.mkv
没有永久的爱情,http://em.21dtv.com/songs/60028909.mkv
你的爱对我是个奢望,http://em.21dtv.com/songs/60115425.mkv
女儿歌(演唱会),http://em.21dtv.com/songs/60032838.mkv
南龙北凤,http://em.21dtv.com/songs/60092466.mkv
难念的经,http://em.21dtv.com/songs/60031222.mkv
浓情化不开,http://em.21dtv.com/songs/60032770.mkv
女人的名字,http://em.21dtv.com/songs/60032914.mkv
女人泪,http://em.21dtv.com/songs/60125678.mkv
女人如花,http://em.21dtv.com/songs/60032951.mkv
女人缘,http://em.21dtv.com/songs/60031030.mkv
女人缘(演唱会),http://em.21dtv.com/songs/60032986.mkv
女人缘男人缘,http://em.21dtv.com/songs/60032989.mkv
你说,http://em.21dtv.com/songs/60113483.mkv
你说得对,http://em.21dtv.com/songs/60032253.mkv
你是陪我到老的女人,http://em.21dtv.com/songs/60128432.mkv
你疼入心,http://em.21dtv.com/songs/60085537.mkv
你喜欢的会有几个,http://em.21dtv.com/songs/60032347.mkv
你现在还好吗,http://em.21dtv.com/songs/60032355.mkv
你有爱过我吗,http://em.21dtv.com/songs/60092465.mkv
你在我心里面,http://em.21dtv.com/songs/60032474.mkv
漂泊的心停泊在基隆港,http://em.21dtv.com/songs/60090255.mkv
怕黑,http://em.21dtv.com/songs/60033092.mkv
拼了,http://em.21dtv.com/songs/60033555.mkv
泼墨,http://em.21dtv.com/songs/60093818.mkv
朋友,http://em.21dtv.com/songs/60148422.mkv
倾城之恋,http://em.21dtv.com/songs/60166343.mkv
期待更多,http://em.21dtv.com/songs/60033838.mkv
牵挂,http://em.21dtv.com/songs/60148106.mkv
情感蒸发,http://em.21dtv.com/songs/60034981.mkv
求婚,http://em.21dtv.com/songs/60035785.mkv
求婚(演唱会),http://em.21dtv.com/songs/60035783.mkv
青红皂白(演唱会),http://em.21dtv.com/songs/60034740.mkv
亲亲我的宝贝,http://em.21dtv.com/songs/60034597.mkv
亲亲我的宝贝(演唱会),http://em.21dtv.com/songs/60034596.mkv
情人节的玫瑰,http://em.21dtv.com/songs/60153400.mkv
其实不想走,http://em.21dtv.com/songs/60033870.mkv
全世界的爱(演唱会),http://em.21dtv.com/songs/60035901.mkv
求神求佛求地求天,http://em.21dtv.com/songs/60128433.mkv
秋天,http://em.21dtv.com/songs/60035715.mkv
若不是因为你(演唱会),http://em.21dtv.com/songs/60037100.mkv
如果我现在,http://em.21dtv.com/songs/60036940.mkv
然后然后,http://em.21dtv.com/songs/60035991.mkv
让我欢喜让我忧,http://em.21dtv.com/songs/60036139.mkv
是不是只要有爱,http://em.21dtv.com/songs/60039404.mkv
深呼吸,http://em.21dtv.com/songs/60038299.mkv
谁叫我,http://em.21dtv.com/songs/60039994.mkv
谁叫我(演唱会),http://em.21dtv.com/songs/60039993.mkv
世界由你我开始,http://em.21dtv.com/songs/60039295.mkv
石磨的心,http://em.21dtv.com/songs/60143528.mkv
送你回家,http://em.21dtv.com/songs/60040773.mkv
是你叫我,http://em.21dtv.com/songs/60039463.mkv
是你叫我(演唱会),http://em.21dtv.com/songs/60039462.mkv
思念行李,http://em.21dtv.com/songs/60143524.mkv
思念在飞,http://em.21dtv.com/songs/60125679.mkv
songs of birds,http://em.21dtv.com/songs/60005189.mkv
算什么,http://em.21dtv.com/songs/60040905.mkv
上上签,http://em.21dtv.com/songs/60038052.mkv
伤心的歌,http://em.21dtv.com/songs/60037861.mkv
伤心火车,http://em.21dtv.com/songs/60168794.mkv
伤心是一种美丽,http://em.21dtv.com/songs/60132515.mkv
疏远,http://em.21dtv.com/songs/60039750.mkv
探戈跳抹煞,http://em.21dtv.com/songs/60143525.mkv
time,http://em.21dtv.com/songs/60005813.mkv
天堂,http://em.21dtv.com/songs/60042105.mkv
疼惜女人心,http://em.21dtv.com/songs/60113605.mkv
天涯歌女,http://em.21dtv.com/songs/60077912.mkv
听着歌声想着您,http://em.21dtv.com/songs/60105397.mkv
wake up,http://em.21dtv.com/songs/60006097.mkv
为爱情受伤(演唱会),http://em.21dtv.com/songs/60043826.mkv
我并不帅,http://em.21dtv.com/songs/60105398.mkv
我的爱人,http://em.21dtv.com/songs/60045019.mkv
我的情歌,http://em.21dtv.com/songs/60045186.mkv
无痕的情字,http://em.21dtv.com/songs/60132517.mkv
我还是一样,http://em.21dtv.com/songs/60045485.mkv
为君愁,http://em.21dtv.com/songs/60068730.mkv
望露的春花,http://em.21dtv.com/songs/60124048.mkv
我们,http://em.21dtv.com/songs/60169619.mkv
我们不哭,http://em.21dtv.com/songs/60045777.mkv
我祈求,http://em.21dtv.com/songs/60046019.mkv
温柔的瞬息,http://em.21dtv.com/songs/60090835.mkv
我上大名府,http://em.21dtv.com/songs/60096218.mkv
我是明星,http://em.21dtv.com/songs/60046131.mkv
我是谁,http://em.21dtv.com/songs/60046170.mkv
我是真的付出我的爱,http://em.21dtv.com/songs/60046232.mkv
我试着假装,http://em.21dtv.com/songs/60046067.mkv
我想念,http://em.21dtv.com/songs/60068788.mkv
忘忧草,http://em.21dtv.com/songs/60043648.mkv
我愿意,http://em.21dtv.com/songs/60085943.mkv
我愿意去等,http://em.21dtv.com/songs/60046758.mkv
我知道,http://em.21dtv.com/songs/60046928.mkv
我站在全世界的屋顶(演唱会),http://em.21dtv.com/songs/60046827.mkv
心的方向,http://em.21dtv.com/songs/60050188.mkv
幸福到想哭,http://em.21dtv.com/songs/60051243.mkv
雪花飞吧,http://em.21dtv.com/songs/60106305.mkv
喜结良缘,http://em.21dtv.com/songs/60169159.mkv
侠客行,http://em.21dtv.com/songs/60097017.mkv
心魔,http://em.21dtv.com/songs/60050391.mkv
相思过头,http://em.21dtv.com/songs/60125683.mkv
心痛的滋味谁能体会,http://em.21dtv.com/songs/60153399.mkv
心痛看祙到,http://em.21dtv.com/songs/60114587.mkv
心痛看礯到,http://em.21dtv.com/songs/60113604.mkv
小天堂,http://em.21dtv.com/songs/60049763.mkv
新天长地久之男大当恋女大当爱,http://em.21dtv.com/songs/60050957.mkv
像我这样的男人,http://em.21dtv.com/songs/60049374.mkv
戏雪,http://em.21dtv.com/songs/60048212.mkv
潇潇雨未歇,http://em.21dtv.com/songs/60080055.mkv
现在才说爱我,http://em.21dtv.com/songs/60048510.mkv
现在才说我爱你,http://em.21dtv.com/songs/60048511.mkv
雪中火(演唱会),http://em.21dtv.com/songs/60051774.mkv
已读不回,http://em.21dtv.com/songs/60110083.mkv
一朵花,http://em.21dtv.com/songs/60125677.mkv
应该,http://em.21dtv.com/songs/60054547.mkv
有过去的人(演唱会),http://em.21dtv.com/songs/60055142.mkv
有故事的人,http://em.21dtv.com/songs/60055133.mkv
眼眶之中,http://em.21dtv.com/songs/60052058.mkv
月亮曲,http://em.21dtv.com/songs/60056421.mkv
月满,http://em.21dtv.com/songs/60056459.mkv
有没有一首歌会让你想起我,http://em.21dtv.com/songs/60055187.mkv
有没有一首歌会让你想起我(演唱会),http://em.21dtv.com/songs/60055186.mkv
you are so beautiful(演唱会),http://em.21dtv.com/songs/60006510.mkv
一起吃苦的幸福,http://em.21dtv.com/songs/60053357.mkv
雨人,http://em.21dtv.com/songs/60055685.mkv
沿途有你,http://em.21dtv.com/songs/60052022.mkv
意外的旅客,http://em.21dtv.com/songs/60054192.mkv
欲望公路,http://em.21dtv.com/songs/60151606.mkv
因为我在乎,http://em.21dtv.com/songs/60054288.mkv
用性命买空虚,http://em.21dtv.com/songs/60084428.mkv
永远的宝贝,http://em.21dtv.com/songs/60054695.mkv
鸳鸯梦,http://em.21dtv.com/songs/60055891.mkv
永远陪你行,http://em.21dtv.com/songs/60086156.mkv
愈做愈绝,http://em.21dtv.com/songs/60066555.mkv
再爱我吧,http://em.21dtv.com/songs/60056716.mkv
最后的情人,http://em.21dtv.com/songs/60069043.mkv
纸糊的心,http://em.21dtv.com/songs/60058769.mkv
做了错了,http://em.21dtv.com/songs/60060706.mkv
执迷不悟,http://em.21dtv.com/songs/60132516.mkv
怎么了(演唱会),http://em.21dtv.com/songs/60057366.mkv
醉清香,http://em.21dtv.com/songs/60084628.mkv
至少还有你,http://em.21dtv.com/songs/60079634.mkv
昨晚你已嫁给谁,http://em.21dtv.com/songs/60060599.mkv
追幸福,http://em.21dtv.com/songs/60066607.mkv
终于,http://em.21dtv.com/songs/60059039.mkv
在云端,http://em.21dtv.com/songs/60057205.mkv
终于可结束,http://em.21dtv.com/songs/60089739.mkv
最真的梦,http://em.21dtv.com/songs/60060454.mkv

张惠妹,#genre#
爱不能收,http://em.21dtv.com/songs/60091093.mkv
爱不是这样才浓,http://em.21dtv.com/songs/60007014.mkv
爱不太早不太晚刚好,http://em.21dtv.com/songs/60007025.mkv
addicted to love(演唱会),http://em.21dtv.com/songs/60000099.mkv
爱过你恨过你,http://em.21dtv.com/songs/60091095.mkv
a级娱乐,http://em.21dtv.com/songs/60000365.mkv
a long and lasting love(演唱会),http://em.21dtv.com/songs/60072860.mkv
阿玛逊河(演唱会),http://em.21dtv.com/songs/60006789.mkv
爱你多过爱他,http://em.21dtv.com/songs/60007890.mkv
爱你多年,http://em.21dtv.com/songs/60007891.mkv
爱你直到世界末日,http://em.21dtv.com/songs/60091094.mkv
are you ready,http://em.21dtv.com/songs/60000327.mkv
Are You Ready,http://em.21dtv.com/songs/60158261.mkv
爱什么稀罕,http://em.21dtv.com/songs/60008739.mkv
爱是唯一,http://em.21dtv.com/songs/60008797.mkv
爱已蔓延,http://em.21dtv.com/songs/60009080.mkv
爱与痛的边缘(演唱会),http://em.21dtv.com/songs/60009135.mkv
爱永远不会消失,http://em.21dtv.com/songs/60009096.mkv
bad boy,http://em.21dtv.com/songs/60000437.mkv
不二法门(演唱会),http://em.21dtv.com/songs/60011056.mkv
别故乡,http://em.21dtv.com/songs/60091883.mkv
不顾一切,http://em.21dtv.com/songs/60011116.mkv
保护,http://em.21dtv.com/songs/60010024.mkv
big city,http://em.21dtv.com/songs/60000579.mkv
不羁女神(无原唱),http://em.21dtv.com/songs/60011171.mkv
不可知的未来,http://em.21dtv.com/songs/60091088.mkv
Booty Call,http://em.21dtv.com/songs/60105031.mkv
奔跑(演唱会),http://em.21dtv.com/songs/60010314.mkv
别去打扰他的心,http://em.21dtv.com/songs/60010643.mkv
不睡,http://em.21dtv.com/songs/60109306.mkv
别望着我离开,http://em.21dtv.com/songs/60010724.mkv
不像个大人(演唱会),http://em.21dtv.com/songs/60011492.mkv
不要告别,http://em.21dtv.com/songs/60011553.mkv
不要乱说,http://em.21dtv.com/songs/60011581.mkv
不要骗我,http://em.21dtv.com/songs/60011594.mkv
不在乎他,http://em.21dtv.com/songs/60011774.mkv
不在乎他(演唱会),http://em.21dtv.com/songs/60011773.mkv
别在伤口上洒盐,http://em.21dtv.com/songs/60087814.mkv
别在伤口撒盐,http://em.21dtv.com/songs/60010788.mkv
别在伤口洒盐(演唱会),http://em.21dtv.com/songs/60010787.mkv
cant take my eyes off you,http://em.21dtv.com/songs/60000847.mkv
处处留情,http://em.21dtv.com/songs/60013075.mkv
冲动,http://em.21dtv.com/songs/60012851.mkv
冲动(演唱会),http://em.21dtv.com/songs/60012845.mkv
cest la vie,http://em.21dtv.com/songs/60000888.mkv
彩虹(演唱会),http://em.21dtv.com/songs/60011925.mkv
chinese girl(演唱会),http://em.21dtv.com/songs/60000919.mkv
出嫁的清晨,http://em.21dtv.com/songs/60012923.mkv
从情人变成朋友,http://em.21dtv.com/songs/60013567.mkv
冲突得很,http://em.21dtv.com/songs/60113465.mkv
春天里,http://em.21dtv.com/songs/60130312.mkv
错误的示范,http://em.21dtv.com/songs/60091098.mkv
痴心换情深,http://em.21dtv.com/songs/60165593.mkv
趁早,http://em.21dtv.com/songs/60012537.mkv
纯真年代(演唱会),http://em.21dtv.com/songs/60013411.mkv
对爱投降,http://em.21dtv.com/songs/60015968.mkv
对爱投降(演唱会),http://em.21dtv.com/songs/60015967.mkv
对不起亲爱的,http://em.21dtv.com/songs/60015985.mkv
单纯(演唱会),http://em.21dtv.com/songs/60014333.mkv
到底,http://em.21dtv.com/songs/60152822.mkv
都对也都错,http://em.21dtv.com/songs/60102218.mkv
掉了,http://em.21dtv.com/songs/60015384.mkv
dont sail away,http://em.21dtv.com/songs/60001357.mkv
动人黄昏,http://em.21dtv.com/songs/60015663.mkv
冬日浪漫,http://em.21dtv.com/songs/60015592.mkv
都什么时候了,http://em.21dtv.com/songs/60015688.mkv
倒数三秒,http://em.21dtv.com/songs/60014714.mkv
当我开始偷偷地想你,http://em.21dtv.com/songs/60014610.mkv
多一点多一遍,http://em.21dtv.com/songs/60016230.mkv
短暂的幸福,http://em.21dtv.com/songs/60015902.mkv
芳草碧连天,http://em.21dtv.com/songs/60075302.mkv
付出许多的爱情,http://em.21dtv.com/songs/60017747.mkv
飞高高,http://em.21dtv.com/songs/60103277.mkv
放了那个作品,http://em.21dtv.com/songs/60112668.mkv
分生,http://em.21dtv.com/songs/60016437.mkv
放下的力量,http://em.21dtv.com/songs/60061179.mkv
狗,http://em.21dtv.com/songs/60152821.mkv
过不去,http://em.21dtv.com/songs/60075620.mkv
孤单的心痛,http://em.21dtv.com/songs/60018848.mkv
孤单的心痛(演唱会),http://em.21dtv.com/songs/60018847.mkv
感激,http://em.21dtv.com/songs/60017962.mkv
goodnight goodbye(演唱会),http://em.21dtv.com/songs/60001996.mkv
感情的分礼,http://em.21dtv.com/songs/60018004.mkv
鼓声若响(演唱会),http://em.21dtv.com/songs/60019012.mkv
怪胎秀,http://em.21dtv.com/songs/60110197.mkv
跟我一起疯(无原唱),http://em.21dtv.com/songs/60018640.mkv
钢线之舞(演唱会),http://em.21dtv.com/songs/60018162.mkv
感应,http://em.21dtv.com/songs/60018108.mkv
火,http://em.21dtv.com/songs/60022402.mkv
黑吃黑,http://em.21dtv.com/songs/60020508.mkv
会错意,http://em.21dtv.com/songs/60022271.mkv
坏的好人,http://em.21dtv.com/songs/60152403.mkv
好胆你就来,http://em.21dtv.com/songs/60019986.mkv
灰姑娘,http://em.21dtv.com/songs/60022025.mkv
红河村(演唱会),http://em.21dtv.com/songs/60020843.mkv
high high high,http://em.21dtv.com/songs/60002263.mkv
high咖,http://em.21dtv.com/songs/60060819.mkv
好久不见,http://em.21dtv.com/songs/60165123.mkv
狠角色,http://em.21dtv.com/songs/60020683.mkv
海阔天空,http://em.21dtv.com/songs/60019758.mkv
海阔天空(演唱会),http://em.21dtv.com/songs/60019754.mkv
豪门插班生,http://em.21dtv.com/songs/60092480.mkv
红旗知已,http://em.21dtv.com/songs/60092479.mkv
黑色幽默,http://em.21dtv.com/songs/60130314.mkv
红叶落索的时候,http://em.21dtv.com/songs/60021026.mkv
还有眼泪就好,http://em.21dtv.com/songs/60019664.mkv
花雨烟云,http://em.21dtv.com/songs/60110935.mkv
红颜知己,http://em.21dtv.com/songs/60021016.mkv
红颜知己(演唱会),http://em.21dtv.com/songs/60021012.mkv
后知后觉,http://em.21dtv.com/songs/60021122.mkv
含着泪朝前走,http://em.21dtv.com/songs/60019891.mkv
会いたい(无原唱),http://em.21dtv.com/songs/60022268.mkv
i am amazed,http://em.21dtv.com/songs/60002405.mkv
i dont want to talk about it,http://em.21dtv.com/songs/60002511.mkv
i dont want to talk about it(演唱会),http://em.21dtv.com/songs/60002509.mkv
ive never been to me,http://em.21dtv.com/songs/60003045.mkv
骄傲,http://em.21dtv.com/songs/60023233.mkv
剪爱(演唱会),http://em.21dtv.com/songs/60023231.mkv
记得,http://em.21dtv.com/songs/60151970.mkv
家的感觉,http://em.21dtv.com/songs/60091090.mkv
姐妹,http://em.21dtv.com/songs/60023650.mkv
姐妹(演唱会),http://em.21dtv.com/songs/60023646.mkv
寂寞保龄球,http://em.21dtv.com/songs/60022823.mkv
近情情怯,http://em.21dtv.com/songs/60024167.mkv
就是我想你,http://em.21dtv.com/songs/60024630.mkv
解脱,http://em.21dtv.com/songs/60023679.mkv
解脱(演唱会),http://em.21dtv.com/songs/60023677.mkv
借歪,http://em.21dtv.com/songs/60023682.mkv
给我感觉,http://em.21dtv.com/songs/60018546.mkv
假惺惺,http://em.21dtv.com/songs/60023137.mkv
假装,http://em.21dtv.com/songs/60023148.mkv
假装(演唱会),http://em.21dtv.com/songs/60023142.mkv
尽在不言中,http://em.21dtv.com/songs/60024148.mkv
哭(演唱会),http://em.21dtv.com/songs/60025541.mkv
katsu,http://em.21dtv.com/songs/60003133.mkv
哭不出来(演唱会),http://em.21dtv.com/songs/60025546.mkv
康定情歌,http://em.21dtv.com/songs/60025169.mkv
看见自己(演唱会),http://em.21dtv.com/songs/60025091.mkv
渴了,http://em.21dtv.com/songs/60025361.mkv
快乐畅开,http://em.21dtv.com/songs/60025704.mkv
快乐眼泪,http://em.21dtv.com/songs/60025802.mkv
开门见山,http://em.21dtv.com/songs/60024999.mkv
哭泣的耳语,http://em.21dtv.com/songs/60091089.mkv
哭砂,http://em.21dtv.com/songs/60025583.mkv
空中的梦想家(演唱会),http://em.21dtv.com/songs/60025481.mkv
看着我的眼,http://em.21dtv.com/songs/60025153.mkv
可知我想他(演唱会),http://em.21dtv.com/songs/60025359.mkv
离爱出走(演唱会),http://em.21dtv.com/songs/60026634.mkv
了不起,http://em.21dtv.com/songs/60026485.mkv
了不起(演唱会),http://em.21dtv.com/songs/60026482.mkv
旅程,http://em.21dtv.com/songs/60028137.mkv
肋骨,http://em.21dtv.com/songs/60106698.mkv
裂痕,http://em.21dtv.com/songs/60069573.mkv
灵魂的重量(演唱会),http://em.21dtv.com/songs/60027416.mkv
灵魂尽头,http://em.21dtv.com/songs/60111071.mkv
离开忧郁的习惯,http://em.21dtv.com/songs/60026771.mkv
留恋,http://em.21dtv.com/songs/60027545.mkv
留恋(演唱会),http://em.21dtv.com/songs/60027542.mkv
连名带姓,http://em.21dtv.com/songs/60148841.mkv
来闹的(演唱会),http://em.21dtv.com/songs/60063371.mkv
恋曲sha la la,http://em.21dtv.com/songs/60027119.mkv
恋曲sha la la(演唱会),http://em.21dtv.com/songs/60027118.mkv
蓝天,http://em.21dtv.com/songs/60026123.mkv
默,http://em.21dtv.com/songs/60129079.mkv
没爱一身轻,http://em.21dtv.com/songs/60028704.mkv
明白我这世界没有别人,http://em.21dtv.com/songs/60030099.mkv
梦见铁达尼,http://em.21dtv.com/songs/60029570.mkv
迷恋你,http://em.21dtv.com/songs/60029889.mkv
美少女战士(演唱会),http://em.21dtv.com/songs/60029348.mkv
没有人傻得像我,http://em.21dtv.com/songs/60028877.mkv
没有人傻得像我(演唱会),http://em.21dtv.com/songs/60028876.mkv
没有烟抽的日子(演唱会),http://em.21dtv.com/songs/60028900.mkv
梦中作憨人,http://em.21dtv.com/songs/60029837.mkv
你对我是认真的吗,http://em.21dtv.com/songs/60031697.mkv
难搞,http://em.21dtv.com/songs/60111073.mkv
你好不好,http://em.21dtv.com/songs/60031762.mkv
你还记得从前吗,http://em.21dtv.com/songs/60031739.mkv
你和我的时光,http://em.21dtv.com/songs/60031783.mkv
男女之间,http://em.21dtv.com/songs/60030920.mkv
女人说,http://em.21dtv.com/songs/60032957.mkv
你是爱我的,http://em.21dtv.com/songs/60031994.mkv
你是真的爱我吗,http://em.21dtv.com/songs/60032232.mkv
你想干什么,http://em.21dtv.com/songs/60111070.mkv
你在看我吗,http://em.21dtv.com/songs/60032460.mkv
ok(演唱会),http://em.21dtv.com/songs/60004245.mkv
open your eyes,http://em.21dtv.com/songs/60004353.mkv
平常心,http://em.21dtv.com/songs/60033592.mkv
平凡人的梦,http://em.21dtv.com/songs/60033602.mkv
飘零燕(演唱会),http://em.21dtv.com/songs/60033527.mkv
排山倒海,http://em.21dtv.com/songs/60033124.mkv
千个晨早,http://em.21dtv.com/songs/60034070.mkv
情感的结,http://em.21dtv.com/songs/60034974.mkv
潜规则,http://em.21dtv.com/songs/60061501.mkv
亲密爱人,http://em.21dtv.com/songs/60097357.mkv
情迷心窍(演唱会),http://em.21dtv.com/songs/60035101.mkv
情人敌人,http://em.21dtv.com/songs/60035209.mkv
牵手,http://em.21dtv.com/songs/60034230.mkv
青藏高原,http://em.21dtv.com/songs/60130313.mkv
日出(无原唱),http://em.21dtv.com/songs/60036612.mkv
日出(演唱会),http://em.21dtv.com/songs/60036613.mkv
日出爱情,http://em.21dtv.com/songs/60036616.mkv
如果还可以爱你,http://em.21dtv.com/songs/60036797.mkv
如果你也听说,http://em.21dtv.com/songs/60036883.mkv
如果你知我苦衷,http://em.21dtv.com/songs/60036900.mkv
让每个人都心碎,http://em.21dtv.com/songs/60036066.mkv
让你飞,http://em.21dtv.com/songs/60036075.mkv
人质,http://em.21dtv.com/songs/60036505.mkv
谁爱我(演唱会),http://em.21dtv.com/songs/60039935.mkv
伤爱一生,http://em.21dtv.com/songs/60037762.mkv
十跪母重恩,http://em.21dtv.com/songs/60038965.mkv
身后,http://em.21dtv.com/songs/60150871.mkv
时间,http://em.21dtv.com/songs/60039120.mkv
瞬间(演唱会),http://em.21dtv.com/songs/60040317.mkv
送给季节,http://em.21dtv.com/songs/60040744.mkv
水蓝色眼泪,http://em.21dtv.com/songs/60119520.mkv
少女心,http://em.21dtv.com/songs/60038175.mkv
so good,http://em.21dtv.com/songs/60005104.mkv
说傻话(演唱会),http://em.21dtv.com/songs/60040413.mkv
三天三夜,http://em.21dtv.com/songs/60037334.mkv
三月,http://em.21dtv.com/songs/60102215.mkv
上一道坡坡下一道梁,http://em.21dtv.com/songs/60089852.mkv
谁要你理睬,http://em.21dtv.com/songs/60155353.mkv
所以我愿意(演唱会),http://em.21dtv.com/songs/60041026.mkv
她,http://em.21dtv.com/songs/60110942.mkv
天才白痴梦,http://em.21dtv.com/songs/60041755.mkv
天才白痴梦(演唱会),http://em.21dtv.com/songs/60041755.mkv
听得见的梦想,http://em.21dtv.com/songs/60042524.mkv
偷故事的人,http://em.21dtv.com/songs/60148148.mkv
听海,http://em.21dtv.com/songs/60042538.mkv
听海(演唱会),http://em.21dtv.com/songs/60042536.mkv
天荒爱未老,http://em.21dtv.com/songs/60041864.mkv
the power of love(演唱会),http://em.21dtv.com/songs/60005662.mkv
time to say good-bye,http://em.21dtv.com/songs/60005812.mkv
跳进来,http://em.21dtv.com/songs/60103275.mkv
听见了吗,http://em.21dtv.com/songs/60042548.mkv
天尽头,http://em.21dtv.com/songs/60108390.mkv
他们,http://em.21dtv.com/songs/60041089.mkv
听你听我,http://em.21dtv.com/songs/60042560.mkv
天天天蓝,http://em.21dtv.com/songs/60086877.mkv
台下女主角(演唱会),http://em.21dtv.com/songs/60041285.mkv
甜言蜜语,http://em.21dtv.com/songs/60083914.mkv
我不求未来,http://em.21dtv.com/songs/60091091.mkv
薇多莉亚的秘密,http://em.21dtv.com/songs/60043790.mkv
无根的感觉,http://em.21dtv.com/songs/60092478.mkv
无悔,http://em.21dtv.com/songs/60047135.mkv
whats up,http://em.21dtv.com/songs/60006227.mkv
我恨我爱你,http://em.21dtv.com/songs/60045580.mkv
忘记(演唱会),http://em.21dtv.com/songs/60043518.mkv
我可以抱你吗,http://em.21dtv.com/songs/60045688.mkv
为你,http://em.21dtv.com/songs/60043942.mkv
无双谱,http://em.21dtv.com/songs/60061724.mkv
五四三二一,http://em.21dtv.com/songs/60047666.mkv
无所谓(演唱会),http://em.21dtv.com/songs/60047447.mkv
我为什么那么爱你(演唱会),http://em.21dtv.com/songs/60046318.mkv
我无所谓(演唱会),http://em.21dtv.com/songs/60046336.mkv
我陷在爱里面,http://em.21dtv.com/songs/60091092.mkv
我要飞,http://em.21dtv.com/songs/60046525.mkv
我一个人跳舞(演唱会),http://em.21dtv.com/songs/60046623.mkv
我要快乐,http://em.21dtv.com/songs/60046540.mkv
我最亲爱的,http://em.21dtv.com/songs/60081438.mkv
相爱后动物感伤,http://em.21dtv.com/songs/60048607.mkv
新城新乡新时代,http://em.21dtv.com/songs/60071345.mkv
心诚则灵,http://em.21dtv.com/songs/60050175.mkv
星火燎原,http://em.21dtv.com/songs/60099229.mkv
心软(演唱会),http://em.21dtv.com/songs/60050453.mkv
心事谁人知,http://em.21dtv.com/songs/60050506.mkv
心事重重,http://em.21dtv.com/songs/60050512.mkv
夏天的浪花(演唱会),http://em.21dtv.com/songs/60048405.mkv
鲜围,http://em.21dtv.com/songs/60091099.mkv
血腥爱情故事,http://em.21dtv.com/songs/60111072.mkv
新相识旧情人,http://em.21dtv.com/songs/60050968.mkv
下一个人,http://em.21dtv.com/songs/60048313.mkv
拥抱吧,http://em.21dtv.com/songs/60054576.mkv
越懂我越爱我,http://em.21dtv.com/songs/60091097.mkv
yes or no,http://em.21dtv.com/songs/60006458.mkv
勇敢,http://em.21dtv.com/songs/60054823.mkv
一个人跳舞,http://em.21dtv.com/songs/60053086.mkv
依靠,http://em.21dtv.com/songs/60107593.mkv
一颗心只能爱一回,http://em.21dtv.com/songs/60053235.mkv
原来你什么都不要,http://em.21dtv.com/songs/60055954.mkv
牙买加的槟榔,http://em.21dtv.com/songs/60111869.mkv
亚玛逊河,http://em.21dtv.com/songs/60051896.mkv
有您太多美丽,http://em.21dtv.com/songs/60061849.mkv
意难忘(演唱会),http://em.21dtv.com/songs/60054184.mkv
要你喜欢我,http://em.21dtv.com/songs/60052383.mkv
you make me free,http://em.21dtv.com/songs/60006559.mkv
you make me free(演唱会),http://em.21dtv.com/songs/60006558.mkv
YOU MAKE ME FREE+渴了+BAD BOY+三天三夜,http://em.21dtv.com/songs/60151592.mkv
疑问句,http://em.21dtv.com/songs/60089217.mkv
因为你没说,http://em.21dtv.com/songs/60054252.mkv
因为你在(演唱会),http://em.21dtv.com/songs/60054257.mkv
一无所有(演唱会),http://em.21dtv.com/songs/60053769.mkv
因为有我(演唱会),http://em.21dtv.com/songs/60054306.mkv
一想到你呀,http://em.21dtv.com/songs/60053783.mkv
一想到你呀(演唱会),http://em.21dtv.com/songs/60053782.mkv
也许明天,http://em.21dtv.com/songs/60052439.mkv
永远的画面,http://em.21dtv.com/songs/60054701.mkv
永远的快乐,http://em.21dtv.com/songs/60054704.mkv
一夜情,http://em.21dtv.com/songs/60053835.mkv
